shipment_id,zone,latitude,longitude,distance_km,weight_kg,package_type,vehicle_type,route_id,stops_per_route,month,day,hour,is_weekend,is_festive,peak_hour,promised_delivery_hrs,actual_delivery_hrs,delay_hrs,on_time,first_attempt,total_cost_inr,fuel_cost_inr,labor_cost_inr,route_efficiency,cost_per_km
DEL100296,Chennai,13.05488876832507,80.27005694480208,31.98,5.63,Standard,2-Wheeler,RT-171,8,2,8,16,1,0,0,6.37,3.08,0.65,1,1,592.44,383.75,171.77,90.0,18.53
DEL100297,Delhi_NCR,28.42083645030119,76.85935441123206,20.49,0.78,Heavy,Van,RT-145,7,10,25,17,0,1,1,11.58,5.33,3.6,1,1,706.52,450.7,242.56,73.4,34.49
DEL100298,Hyderabad,17.50071318582194,78.32522951759954,19.64,1.32,Express,3-Wheeler,RT-154,21,7,26,19,0,0,1,2.6,4.05,1.62,0,1,641.76,314.3,309.9,73.8,32.67
DEL100299,Delhi_NCR,28.43562836388263,76.80847593266442,7.39,5.72,Heavy,3-Wheeler,RT-137,23,6,6,7,0,0,0,6.81,4.01,1.96,1,1,492.04,118.25,324.43,76.0,66.58
DEL100300,Delhi_NCR,28.87825069914974,77.3162558516213,17.34,5.66,Standard,3-Wheeler,RT-177,19,12,16,14,0,0,0,8.55,3.74,1.39,1,1,581.33,277.48,282.93,75.3,33.52
DEL100301,Bangalore,12.923637992975722,77.55378745345068,11.6,2.89,Standard,Van,RT-101,10,11,28,12,1,0,1,9.62,3.06,1.7,1,1,470.5,255.22,187.17,86.9,40.56
DEL100302,Bangalore,12.922396130411048,77.72112873591341,10.19,4.9,Standard,2-Wheeler,RT-108,16,9,4,11,0,0,1,9.44,3.11,1.77,1,1,403.22,122.29,236.98,88.3,39.57
DEL100303,Hyderabad,17.481479713874645,78.36481844875361,10.18,0.23,Standard,2-Wheeler,RT-104,23,11,12,8,0,0,0,9.45,3.36,1.36,1,0,549.71,122.16,301.59,47.6,54.0
DEL100304,Chennai,12.919643734133633,80.12459891242834,14.32,5.01,Express,3-Wheeler,RT-118,10,10,11,14,1,0,0,3.93,2.44,0.91,1,1,471.79,229.15,165.57,86.4,32.94
DEL100305,Ahmedabad,23.082060543940266,72.65287453244434,23.65,0.97,Heavy,2-Wheeler,RT-170,15,5,3,13,0,0,1,9.8,4.39,2.02,1,1,531.87,283.8,273.58,76.7,22.49
DEL100306,Bangalore,12.892766249913752,77.45733073636082,33.45,0.49,Standard,3-Wheeler,RT-138,24,9,12,8,0,0,0,11.44,4.83,1.15,1,1,869.86,535.14,361.02,87.0,26.01
DEL100307,Mumbai,18.886977250364392,73.0403580104535,8.24,0.68,Standard,2-Wheeler,RT-141,24,9,5,15,0,0,0,8.33,3.53,1.32,1,1,434.86,98.85,315.47,71.7,52.79
DEL100308,Kolkata,22.503405672117097,88.46922810174334,12.0,1.35,Standard,2-Wheeler,RT-116,14,1,6,16,0,0,0,9.78,2.86,1.17,1,1,365.03,143.94,212.0,90.3,30.43
DEL100309,Mumbai,19.13109860598442,72.86458189189587,10.03,0.72,Standard,2-Wheeler,RT-162,20,5,19,17,1,0,1,7.46,4.3,2.25,1,1,419.0,120.41,310.41,72.6,41.76
DEL100310,Bangalore,12.871990541768445,77.4924852463558,13.78,0.97,Standard,3-Wheeler,RT-145,22,9,18,18,1,0,1,6.29,3.82,1.46,1,1,541.61,220.41,309.57,75.9,39.32
DEL100311,Delhi_NCR,28.707506484019433,77.34224364644645,9.28,0.36,Standard,Van,RT-119,18,7,16,12,0,0,1,9.51,3.67,2.01,1,1,498.55,204.13,272.33,79.7,53.73
DEL100312,Delhi_NCR,28.721952126770564,77.17121149327441,30.4,0.88,Standard,2-Wheeler,RT-169,8,6,23,19,0,0,1,6.29,4.43,2.12,1,1,558.28,364.81,219.06,81.1,18.36
DEL100313,Ahmedabad,22.958390244686328,72.69369775551888,6.84,2.12,Standard,3-Wheeler,RT-107,16,6,11,18,0,0,1,10.34,2.0,0.72,1,1,338.96,109.4,198.12,88.5,49.57
DEL100314,Kolkata,22.6795499670791,88.30248771284533,8.24,1.46,Standard,2-Wheeler,RT-118,24,11,5,10,0,1,1,10.02,5.21,2.88,1,1,491.63,98.93,374.42,65.0,59.63
DEL100315,Chennai,13.24198813174354,80.25047039740907,7.46,1.06,Standard,3-Wheeler,RT-131,12,7,9,9,0,0,0,8.22,1.81,0.79,1,1,282.75,119.39,159.44,81.1,37.89
DEL100316,Bangalore,13.003847930372537,77.71182561280034,9.73,3.43,Express,2-Wheeler,RT-118,11,1,3,12,0,0,1,3.93,2.45,1.49,1,1,322.84,116.82,173.67,88.8,33.16
DEL100317,Delhi_NCR,28.805884894045068,77.25953502513205,4.26,5.6,Standard,3-Wheeler,RT-123,13,4,8,12,1,0,1,11.51,2.73,1.26,1,0,447.22,68.08,199.49,61.4,105.1
DEL100318,Delhi_NCR,28.464047873183098,77.03678725419614,7.55,3.53,Fragile,3-Wheeler,RT-123,21,1,6,14,1,0,0,6.08,2.91,1.09,1,1,465.44,120.87,269.95,74.8,61.61
DEL100319,Mumbai,19.267637638146724,72.81738468355316,13.7,1.01,Standard,Van,RT-155,14,6,4,14,0,0,0,9.38,2.93,1.05,1,1,504.34,301.34,214.64,89.3,36.82
DEL100320,Bangalore,12.93025845834313,77.60122690903047,13.64,3.41,Standard,2-Wheeler,RT-117,7,4,12,16,0,0,0,11.54,2.58,1.19,1,1,358.83,163.66,146.13,83.5,26.31
DEL100321,Chennai,13.025761995877781,80.25323489562362,12.4,0.41,Standard,Van,RT-111,12,1,12,13,0,0,1,11.48,3.16,1.46,1,1,502.57,272.87,206.56,85.2,40.52
DEL100322,Hyderabad,17.580076543210648,78.38424244914138,22.51,0.35,Standard,3-Wheeler,RT-140,18,9,25,8,1,0,0,9.51,3.73,1.12,1,0,834.45,360.11,274.49,46.6,37.07
DEL100323,Mumbai,18.904675619335414,72.80924114695799,14.01,1.06,Heavy,Van,RT-147,11,12,21,18,1,0,1,8.29,2.87,1.22,1,0,559.76,308.3,188.6,58.1,39.94
DEL100324,Ahmedabad,23.127384980041853,72.62916216253105,22.1,4.12,Standard,2-Wheeler,RT-163,20,4,16,11,1,0,1,6.59,3.87,1.64,1,1,616.56,265.18,295.53,71.6,27.9
DEL100325,Chennai,12.964362715695664,80.30398673474215,33.46,0.71,Fragile,2-Wheeler,RT-115,22,12,10,19,0,0,1,7.04,5.59,2.33,1,1,778.6,401.52,371.72,64.4,23.27
DEL100326,Hyderabad,17.551479498727204,78.5962800185416,17.59,0.16,Heavy,Van,RT-179,15,6,22,8,0,0,0,10.08,2.93,1.34,1,1,621.31,387.01,222.38,81.4,35.32
DEL100327,Hyderabad,17.571624286773844,78.38828435706067,4.27,0.35,Express,2-Wheeler,RT-122,10,7,14,19,0,0,1,2.41,2.36,1.58,1,1,177.01,51.25,162.57,85.8,41.45
DEL100328,Bangalore,13.064264675061198,77.61118882404595,12.7,4.89,Express,2-Wheeler,RT-138,24,8,13,8,0,0,0,3.66,4.03,1.78,0,0,635.18,152.34,332.96,50.0,50.03
DEL100329,Mumbai,19.228899348800528,72.96854720314847,11.61,2.51,Express,2-Wheeler,RT-132,18,12,9,10,0,0,1,2.35,3.79,1.94,0,1,453.04,139.37,276.77,75.9,39.01
DEL100330,Mumbai,19.199401350924877,72.94684855130431,24.77,0.73,Standard,Van,RT-123,17,11,7,7,0,0,0,6.27,3.86,1.44,1,1,832.46,544.99,271.11,81.4,33.6
DEL100331,Chennai,12.920971507787883,80.23625672972423,9.95,2.03,Express,2-Wheeler,RT-160,8,9,12,16,0,0,0,3.54,1.74,0.68,1,1,238.93,119.46,124.87,84.6,24.0
DEL100332,Delhi_NCR,28.89233486976225,77.45617164654799,6.23,1.87,Standard,Van,RT-154,24,9,5,18,0,0,1,9.57,4.28,2.41,1,1,507.47,136.96,341.91,64.4,81.52
DEL100333,Delhi_NCR,28.421586867898505,76.91537037101061,7.84,2.66,Standard,3-Wheeler,RT-160,24,8,18,12,0,0,1,6.21,4.18,2.07,1,1,468.83,125.46,338.39,70.4,59.79
DEL100334,Delhi_NCR,28.46586438672728,77.3081859369897,4.39,0.66,Standard,2-Wheeler,RT-139,15,10,4,19,0,0,1,10.68,3.1,1.71,1,1,281.05,52.67,228.39,75.0,64.03
DEL100335,Delhi_NCR,28.80889266492847,76.94945795641746,1.0,5.0,Express,2-Wheeler,RT-157,22,11,2,14,0,0,0,2.08,2.95,1.39,0,1,307.97,12.0,279.42,75.5,307.97
DEL100336,Kolkata,22.57704844253314,88.49424605980391,30.48,0.93,Heavy,2-Wheeler,RT-171,5,12,3,15,0,0,0,11.77,3.72,1.5,1,1,550.25,365.77,170.2,85.2,18.05
DEL100337,Chennai,13.1431206179065,80.23555930137296,10.79,2.96,Standard,3-Wheeler,RT-173,16,12,26,17,0,0,1,10.4,3.66,1.93,1,0,606.19,172.64,255.98,51.8,56.18
DEL100338,Bangalore,13.006621691660571,77.6279261914207,4.7,0.1,Heavy,3-Wheeler,RT-100,22,3,12,10,0,0,1,11.14,4.11,2.17,1,0,504.06,75.17,319.81,38.2,107.29
DEL100339,Delhi_NCR,28.548774225659407,77.19551539500131,26.02,1.17,Standard,3-Wheeler,RT-124,11,12,3,11,0,0,1,9.66,5.77,3.21,1,1,697.57,416.31,290.09,66.6,26.81
DEL100340,Bangalore,13.041109855717533,77.75566302055128,28.48,1.08,Standard,2-Wheeler,RT-152,16,2,4,18,1,0,1,8.75,4.33,2.01,1,1,629.2,341.75,279.71,73.5,22.09
DEL100341,Bangalore,13.022701973892737,77.7163925379651,11.85,1.96,Standard,3-Wheeler,RT-160,5,5,6,18,0,0,1,10.28,3.27,2.06,1,1,328.29,189.65,154.41,79.1,27.7
DEL100342,Delhi_NCR,28.480035817477287,77.12309023209386,4.1,0.19,Standard,Van,RT-145,8,1,12,20,0,0,1,7.35,2.05,1.5,1,1,254.94,90.22,135.92,73.0,62.17
DEL100343,Bangalore,12.803266066939484,77.53633760258256,7.96,3.9,Standard,3-Wheeler,RT-173,22,3,19,18,0,0,1,6.66,3.98,2.01,1,1,474.22,127.43,315.18,74.7,59.54
DEL100344,Mumbai,19.176907771800852,73.0475429854048,9.3,0.61,Express,Van,RT-159,19,1,10,9,1,0,0,2.93,3.26,1.41,0,1,488.66,204.63,266.12,82.6,52.54
DEL100345,Hyderabad,17.284712334855527,78.44052301055144,11.01,2.83,Heavy,2-Wheeler,RT-150,7,3,1,17,0,0,1,11.75,2.47,1.26,1,1,301.25,132.14,142.53,92.5,27.36
DEL100346,Hyderabad,17.530024839044707,78.37141247212011,5.13,4.06,Standard,Van,RT-172,11,4,17,12,0,0,1,9.46,1.59,0.56,1,1,276.37,112.87,143.51,87.7,53.87
DEL100347,Delhi_NCR,28.67754247465114,77.31314990722078,18.41,2.06,Standard,2-Wheeler,RT-147,10,7,16,20,0,0,1,8.9,3.72,1.98,1,1,436.52,220.96,210.13,81.3,23.71
DEL100348,Mumbai,19.12719345261708,72.80640742038463,1.98,3.38,Heavy,2-Wheeler,RT-139,19,12,9,13,1,0,1,9.21,2.78,1.34,1,1,309.07,23.73,249.22,78.6,156.31
DEL100349,Hyderabad,17.37438459904001,78.57432712456989,20.12,2.71,Express,Van,RT-106,19,12,25,14,1,0,0,3.27,3.2,0.82,1,1,760.94,442.54,263.98,77.4,37.83
DEL100350,Bangalore,12.993979279946206,77.45183036474002,22.53,1.1,Standard,Van,RT-174,10,5,21,13,0,0,1,8.65,3.1,1.43,1,1,685.94,495.59,188.43,75.6,30.45
DEL100351,Kolkata,22.666346766009834,88.21235897422909,8.48,4.14,Standard,3-Wheeler,RT-118,12,5,9,11,1,0,1,11.68,2.79,1.49,1,0,531.16,135.62,193.5,63.9,62.66
DEL100352,Hyderabad,17.51100682395593,78.37086819605783,10.25,0.87,Heavy,2-Wheeler,RT-114,12,1,27,8,1,1,0,8.88,2.81,1.54,1,1,342.83,123.03,194.36,82.8,33.44
DEL100353,Delhi_NCR,28.87903674005969,77.05755852591146,24.11,2.12,Express,2-Wheeler,RT-169,5,8,23,18,0,1,1,3.49,4.67,3.07,0,1,503.47,289.31,203.61,80.4,20.88
DEL100354,Delhi_NCR,28.56346580816904,76.90422163523272,15.63,3.42,Standard,3-Wheeler,RT-160,17,4,9,17,0,0,1,10.59,3.79,1.9,1,1,568.09,250.02,268.71,75.3,36.36
DEL100355,Hyderabad,17.356961475421574,78.60682776663988,8.67,1.19,Standard,Van,RT-155,17,10,12,9,0,0,0,8.35,2.4,1.09,1,1,440.78,190.74,220.13,83.9,50.84
DEL100356,Delhi_NCR,28.89816716881362,77.05781667135479,9.33,0.9,Heavy,2-Wheeler,RT-109,15,5,23,17,1,0,1,10.26,3.06,1.58,1,1,303.28,111.99,226.99,79.5,32.5
DEL100357,Hyderabad,17.40701372083409,78.55272482837096,14.37,1.54,Standard,Van,RT-145,8,2,9,15,0,0,0,9.48,1.8,0.42,1,1,469.3,316.11,126.86,89.0,32.66
DEL100358,Pune,18.621548945116267,73.92791330025604,28.96,4.26,Fragile,2-Wheeler,RT-179,11,12,15,12,1,0,1,10.28,4.7,2.15,1,1,702.33,347.49,252.57,78.8,24.25
DEL100359,Hyderabad,17.38703399436224,78.44441764429702,9.51,6.65,Standard,Van,RT-174,16,1,2,10,0,0,1,6.37,3.1,1.58,1,1,475.6,209.32,236.47,79.6,49.99
DEL100360,Mumbai,19.163028165923564,72.75096547908129,8.5,1.97,Heavy,Van,RT-156,17,9,11,18,0,0,1,6.2,3.27,1.38,1,1,426.94,187.05,250.41,73.8,50.21
DEL100361,Hyderabad,17.466856268110945,78.42442255365448,10.96,2.71,Standard,2-Wheeler,RT-134,16,2,11,16,1,0,0,8.27,2.54,0.74,1,1,374.31,131.58,216.91,90.6,34.14
DEL100362,Bangalore,13.07796906594698,77.4825467239381,11.0,5.84,Standard,2-Wheeler,RT-171,20,6,8,14,0,0,0,10.16,3.06,1.27,1,1,477.39,132.06,267.05,74.6,43.38
DEL100363,Bangalore,13.005870793431937,77.61834051146015,12.92,0.26,Heavy,Van,RT-102,10,1,23,15,0,1,0,7.34,3.08,1.74,1,0,549.79,284.21,187.86,54.3,42.56
DEL100364,Pune,18.560581381476304,73.76945607834489,10.27,0.66,Standard,3-Wheeler,RT-165,18,1,6,8,0,0,0,8.6,2.65,0.52,1,1,374.92,164.37,236.83,81.1,36.5
DEL100365,Mumbai,19.11099270434266,72.91844537638785,20.79,3.09,Express,3-Wheeler,RT-152,23,9,21,13,0,0,1,3.16,5.87,2.99,0,1,737.6,332.69,389.3,71.2,35.47
DEL100366,Ahmedabad,23.062132018883233,72.62069753331929,5.9,4.34,Standard,3-Wheeler,RT-177,20,4,20,9,0,0,0,7.29,2.53,0.94,1,1,365.9,94.45,248.59,78.0,61.98
DEL100367,Pune,18.56911698430659,73.99149669990423,13.77,4.86,Standard,2-Wheeler,RT-151,8,9,7,10,0,0,1,11.09,2.68,1.19,1,1,328.38,165.19,157.71,93.5,23.85
DEL100368,Delhi_NCR,28.534910360064107,77.37753458712605,14.08,1.34,Standard,Van,RT-152,9,11,3,15,0,1,0,10.95,2.82,1.61,1,1,479.51,309.83,170.63,83.1,34.05
DEL100369,Delhi_NCR,28.649127841131726,76.85394079539402,6.27,0.23,Express,2-Wheeler,RT-153,13,5,8,18,1,0,1,3.09,2.5,1.36,1,1,275.47,75.22,191.41,75.7,43.95
DEL100370,Delhi_NCR,28.429275464621988,77.03396682308724,13.69,1.44,Standard,Van,RT-146,7,7,18,12,1,0,1,11.49,2.82,1.95,1,1,504.5,301.09,154.77,80.5,36.86
DEL100371,Delhi_NCR,28.79244848855573,77.29537665431864,14.3,0.66,Standard,2-Wheeler,RT-102,14,1,17,10,0,0,1,9.04,4.32,2.45,1,1,451.33,171.59,263.26,73.1,31.56
DEL100372,Delhi_NCR,28.7943074823362,77.16208833950913,1.26,0.86,Standard,3-Wheeler,RT-164,21,6,11,15,1,0,0,10.09,1.85,0.57,1,1,276.03,20.21,232.81,83.6,218.53
DEL100373,Chennai,13.026079599182196,80.13686313167656,5.52,3.7,Express,2-Wheeler,RT-114,23,8,2,18,0,0,1,3.84,4.08,2.24,0,1,401.01,66.25,326.94,68.1,72.64
DEL100374,Delhi_NCR,28.564096376804656,77.10381355632171,25.24,0.2,Express,2-Wheeler,RT-133,14,1,25,16,0,0,0,2.08,4.11,1.97,0,1,558.55,302.87,256.0,73.1,22.13
DEL100375,Mumbai,18.88987019335583,72.81618358581336,7.3,4.39,Standard,2-Wheeler,RT-149,16,9,21,18,0,0,1,7.68,2.6,1.07,1,1,337.37,87.6,219.02,74.6,46.22
DEL100376,Kolkata,22.60937885292231,88.45748208998371,4.69,1.4,Standard,3-Wheeler,RT-132,11,3,27,13,1,0,1,8.05,2.67,1.67,1,1,274.0,75.03,181.29,73.7,58.43
DEL100377,Delhi_NCR,28.899173755696474,77.45317933194049,2.62,2.27,Fragile,3-Wheeler,RT-172,22,1,24,16,1,0,0,7.31,2.54,1.17,1,0,457.95,41.89,264.95,64.8,174.92
DEL100378,Kolkata,22.624897819837315,88.34743681865292,5.17,0.23,Standard,Van,RT-102,23,1,19,9,0,0,0,10.54,2.47,0.72,1,1,405.1,113.69,270.47,74.3,78.39
DEL100379,Mumbai,19.136279814118705,72.98569548542407,10.01,1.03,Heavy,2-Wheeler,RT-101,19,11,7,11,0,0,1,11.79,3.46,1.58,1,1,401.89,120.06,272.96,79.1,40.17
DEL100380,Delhi_NCR,28.459168095461692,77.0869334227874,4.45,0.23,Heavy,3-Wheeler,RT-103,11,6,18,12,0,0,1,11.21,2.7,1.63,1,0,407.52,71.16,182.56,52.0,91.63
DEL100381,Chennai,13.185920914254247,80.19595823798325,15.74,8.15,Heavy,Van,RT-115,16,11,8,13,0,0,1,7.31,3.78,1.53,1,0,868.95,346.38,260.23,60.7,55.19
DEL100382,Hyderabad,17.450155294929516,78.50571927630178,6.19,4.12,Standard,2-Wheeler,RT-153,11,6,14,19,0,0,1,6.31,2.65,1.35,1,1,302.53,74.3,180.8,80.1,48.86
DEL100383,Pune,18.44611906328341,73.85867063249569,12.98,1.54,Heavy,2-Wheeler,RT-132,14,1,7,18,0,0,1,10.54,3.29,1.71,1,1,407.44,155.72,227.04,89.6,31.4
DEL100384,Chennai,12.983804515496773,80.106549177133,23.23,0.63,Heavy,3-Wheeler,RT-108,24,3,28,9,1,0,0,8.34,3.87,1.04,1,1,703.5,371.66,327.56,85.5,30.29
DEL100385,Kolkata,22.408467117361972,88.49109396528652,22.42,6.77,Express,2-Wheeler,RT-156,14,7,21,9,0,0,0,3.37,3.53,1.52,0,0,688.13,269.05,235.42,50.6,30.69
DEL100386,Mumbai,18.972881864487768,72.90542362987165,12.85,1.06,Standard,2-Wheeler,RT-139,9,10,28,11,1,0,1,10.68,2.79,1.61,1,1,306.99,154.15,169.54,91.0,23.9
DEL100387,Delhi_NCR,28.549362786794386,77.45847547158074,4.93,0.44,Standard,3-Wheeler,RT-151,22,3,27,10,0,1,1,9.75,4.14,2.24,1,1,421.08,78.86,320.85,80.6,85.43
DEL100388,Chennai,12.95371870354631,80.20741420318473,10.43,2.07,Standard,2-Wheeler,RT-115,13,3,4,15,0,0,0,7.53,2.16,0.95,1,1,339.27,125.21,179.74,76.8,32.52
DEL100389,Kolkata,22.70545558766961,88.49467674837713,13.1,7.2,Express,3-Wheeler,RT-107,20,3,17,18,1,0,1,2.46,4.17,2.09,0,0,713.33,209.53,305.82,41.1,54.47
DEL100390,Ahmedabad,22.987220283569254,72.66052866195915,36.92,0.1,Express,Van,RT-159,11,12,5,19,1,0,1,2.12,5.04,2.2,0,1,1063.75,812.24,264.32,69.7,28.81
DEL100391,Bangalore,12.960365410358262,77.61903910522987,2.6,0.68,Standard,3-Wheeler,RT-135,14,7,12,15,0,0,0,9.06,1.64,0.68,1,1,190.62,41.55,169.33,80.7,73.41
DEL100392,Mumbai,18.910065987587178,72.77418045412713,10.46,6.97,Standard,3-Wheeler,RT-102,9,4,9,17,0,0,1,11.88,2.64,1.65,1,1,397.62,167.32,164.34,79.5,38.02
DEL100393,Kolkata,22.654778757440816,88.37376140332435,15.42,0.47,Standard,2-Wheeler,RT-114,11,4,26,13,1,0,1,6.38,2.59,1.27,1,1,315.77,185.06,178.59,83.2,20.48
DEL100394,Mumbai,19.046582816176834,72.96885246859571,11.49,0.3,Express,Van,RT-122,9,3,20,10,0,0,1,2.54,2.29,1.24,1,1,411.84,252.8,152.17,80.2,35.84
DEL100395,Pune,18.591378224747775,73.79767245030081,12.26,2.11,Fragile,2-Wheeler,RT-102,19,10,13,13,0,0,1,9.76,2.94,0.97,1,1,424.84,147.13,254.99,83.4,34.65
DEL100396,Kolkata,22.613578802317175,88.24737392879719,6.45,4.95,Standard,3-Wheeler,RT-129,23,11,25,14,0,0,0,7.83,2.88,0.87,1,1,407.96,103.16,284.9,77.4,63.27
DEL100397,Bangalore,13.062981280110167,77.6799343046935,18.23,1.62,Standard,Van,RT-144,14,9,28,16,1,0,0,11.15,3.74,1.48,1,1,619.51,401.09,243.02,83.5,33.98
DEL100398,Chennai,13.232645848433384,80.1172395040891,11.01,13.04,Standard,3-Wheeler,RT-116,12,2,18,10,1,0,1,6.84,3.23,1.73,1,1,471.72,176.12,209.02,86.9,42.85
DEL100399,Chennai,12.872821888460502,80.17054676867329,12.23,2.84,Express,3-Wheeler,RT-157,13,4,20,11,1,0,1,3.1,3.54,1.86,0,1,474.81,195.74,227.73,81.6,38.81
DEL100400,Delhi_NCR,28.53085284186795,76.9728851593504,19.34,0.19,Express,2-Wheeler,RT-157,15,8,9,11,0,0,1,3.91,4.83,2.43,0,0,634.21,232.03,288.9,49.7,32.8
DEL100401,Pune,18.626563645130258,73.82486385995485,8.84,12.35,Fragile,2-Wheeler,RT-156,6,6,4,19,0,1,1,11.33,2.63,1.66,1,1,476.88,106.07,140.2,82.8,53.95
DEL100402,Bangalore,12.895182404145022,77.71578939184629,21.74,1.31,Standard,Van,RT-106,7,7,21,12,0,0,1,7.04,4.09,2.19,1,1,666.01,478.2,199.15,87.9,30.64
DEL100403,Kolkata,22.557408944857688,88.47184869493431,4.34,0.85,Fragile,2-Wheeler,RT-138,17,7,27,16,1,0,0,7.98,2.36,1.04,1,1,306.47,52.03,218.68,82.6,70.69
DEL100404,Mumbai,18.879414770903974,72.89627135810201,12.65,2.04,Standard,3-Wheeler,RT-177,15,2,8,16,0,0,0,10.82,2.94,1.09,1,1,453.93,202.45,223.06,83.7,35.88
DEL100405,Pune,18.40840340004582,73.7687959610366,6.18,0.91,Express,2-Wheeler,RT-157,14,4,1,10,0,0,1,3.91,2.54,1.22,1,1,277.89,74.14,201.05,79.7,44.98
DEL100406,Mumbai,19.257896854004986,72.79177361133527,5.11,0.23,Standard,Van,RT-155,19,10,17,14,0,0,0,10.23,2.58,1.06,1,1,361.12,112.37,242.3,81.0,70.7
DEL100407,Delhi_NCR,28.666210341137607,77.08776692182049,28.77,0.1,Heavy,2-Wheeler,RT-114,10,10,25,18,0,0,1,8.69,4.85,2.25,1,1,602.26,345.24,249.86,76.8,20.93
DEL100408,Pune,18.486835831564708,74.01995000370619,4.51,1.49,Express,3-Wheeler,RT-143,5,6,9,13,1,0,1,3.35,1.3,0.91,1,1,149.56,72.11,85.53,93.0,33.18
DEL100409,Delhi_NCR,28.410911698387743,77.2646527803229,11.14,4.53,Express,3-Wheeler,RT-111,18,3,20,19,0,0,1,2.78,3.9,2.2,0,1,478.85,178.22,280.63,73.3,42.99
DEL100410,Mumbai,19.283527495396097,72.91805045503855,4.25,2.12,Heavy,3-Wheeler,RT-107,22,9,13,10,1,0,1,6.84,3.16,1.25,1,1,390.11,68.03,286.73,79.7,91.75
DEL100411,Ahmedabad,23.13736449240662,72.5104515758572,20.99,17.85,Standard,2-Wheeler,RT-179,15,4,2,8,0,0,0,6.26,3.3,0.92,1,0,796.4,251.82,235.64,51.8,37.95
DEL100412,Ahmedabad,23.03375866381483,72.55203155819241,8.28,0.85,Standard,3-Wheeler,RT-140,12,10,13,18,1,0,1,6.05,2.36,1.07,1,1,320.76,132.52,178.54,85.3,38.73
DEL100413,Hyderabad,17.505787337743257,78.64345398167404,19.28,0.82,Heavy,2-Wheeler,RT-133,7,2,9,18,1,0,1,10.65,3.57,1.92,1,1,432.77,231.33,181.0,88.3,22.45
DEL100414,Hyderabad,17.339785521855486,78.52896111051592,15.12,0.44,Standard,2-Wheeler,RT-145,18,6,20,21,0,0,0,6.34,3.41,1.25,1,1,472.52,181.43,263.51,79.7,31.25
DEL100415,Bangalore,12.86933417146591,77.64786558910006,33.9,0.45,Standard,2-Wheeler,RT-128,6,1,6,16,1,0,0,9.23,3.62,1.18,1,1,578.66,406.78,174.79,82.2,17.07
DEL100416,Mumbai,19.05876961900975,73.04160159888946,3.63,0.84,Standard,3-Wheeler,RT-115,20,6,28,19,0,0,1,8.2,2.82,1.24,1,1,322.02,58.04,258.8,74.1,88.77
DEL100417,Mumbai,19.12383727271341,72.85485191162604,5.49,3.94,Express,2-Wheeler,RT-104,10,12,1,17,1,0,1,2.7,2.42,1.58,1,1,276.4,65.86,164.77,90.5,50.36
DEL100418,Chennai,12.895638313955173,80.13781170718373,18.69,5.9,Standard,Van,RT-104,5,10,28,17,1,1,1,10.44,3.93,2.3,1,1,679.47,411.19,177.38,84.2,36.35
DEL100419,Chennai,12.940126771980493,80.16274166533506,13.02,9.23,Standard,3-Wheeler,RT-129,18,1,25,14,1,0,0,6.33,2.35,0.43,1,1,523.41,208.26,226.32,79.4,40.21
DEL100420,Kolkata,22.6977156202444,88.39642797589889,9.25,0.66,Standard,2-Wheeler,RT-149,14,8,5,11,0,0,1,7.91,2.95,1.65,1,1,337.74,110.98,215.39,86.8,36.52
DEL100421,Kolkata,22.583186818981027,88.24016910515422,30.44,5.33,Standard,3-Wheeler,RT-104,10,5,3,19,0,0,1,9.37,4.86,2.4,1,1,768.01,487.03,250.1,87.8,25.23
DEL100422,Delhi_NCR,28.830069846674718,77.30597001224594,10.67,0.99,Heavy,Van,RT-112,13,6,4,12,0,0,1,8.41,3.72,2.17,1,1,475.77,234.76,234.21,72.8,44.59
DEL100423,Bangalore,12.823683926665002,77.69774228403041,6.34,0.3,Fragile,2-Wheeler,RT-148,11,2,1,13,0,0,1,7.55,2.19,1.02,1,1,259.81,76.09,164.58,83.6,40.98
DEL100424,Delhi_NCR,28.67176910867132,76.85720774202274,19.41,5.1,Express,3-Wheeler,RT-149,6,2,14,12,1,0,1,2.0,3.82,2.12,0,1,544.59,310.56,181.6,82.9,28.06
DEL100425,Bangalore,12.96040522453503,77.61964370049552,10.89,2.53,Standard,3-Wheeler,RT-113,15,12,9,14,1,0,0,11.59,2.73,1.16,1,1,398.14,174.25,215.66,84.9,36.56
DEL100426,Bangalore,12.858021089057146,77.78099435145009,11.41,0.45,Fragile,2-Wheeler,RT-145,18,9,24,13,1,0,1,8.5,3.22,1.37,1,1,427.94,136.93,256.71,77.9,37.5
DEL100427,Pune,18.612493842870165,73.95070670119873,15.86,1.4,Express,Van,RT-133,9,3,4,7,0,0,0,3.33,2.47,1.09,1,0,700.95,348.98,158.6,63.0,44.19
DEL100428,Mumbai,19.058033002450273,72.87352966247535,16.22,0.85,Standard,2-Wheeler,RT-170,13,6,18,18,1,0,1,7.84,3.16,1.31,1,1,413.72,194.65,214.51,82.3,25.51
DEL100429,Delhi_NCR,28.725486733575476,77.18180230858484,5.44,3.34,Fragile,2-Wheeler,RT-146,11,10,14,12,1,1,1,11.13,3.44,2.53,1,1,339.38,65.24,208.47,89.5,62.43
