shipment_id,zone,latitude,longitude,distance_km,weight_kg,package_type,vehicle_type,route_id,stops_per_route,month,day,hour,is_weekend,is_festive,peak_hour,promised_delivery_hrs,actual_delivery_hrs,delay_hrs,on_time,first_attempt,total_cost_inr,fuel_cost_inr,labor_cost_inr,route_efficiency,cost_per_km,cluster,cluster_label
DEL100262,Delhi_NCR,28.746080670847064,76.84360425869104,12.0,0.92,Standard,Van,RT-167,8,4,10,13,0,0,1,8.26,2.79,1.0106,1,1,330.33,263.99,161.77,100.0,35.29,0,Optimal
DEL100263,Bangalore,12.978297744852426,77.79884389884855,5.78,5.09,Standard,2-Wheeler,RT-159,9,8,24,14,1,1,0,10.25,2.05,0.775,1,1,179.15040000000002,69.41,143.78,100.0,39.71,0,Optimal
DEL100264,Pune,18.603492567376502,73.9345658314693,19.62,3.61,Standard,3-Wheeler,RT-148,19,8,14,11,1,0,1,11.02,4.06,1.0664,1,1,486.4392,313.98,294.21,90.506,31.78,3,Cost-Heavy Routes
DEL100265,Chennai,12.972501448314645,80.2559739590729,14.08,0.71,Standard,2-Wheeler,RT-101,15,8,18,7,0,0,0,11.78,2.38,0.3782,1,1,277.2978,168.97,203.14,89.20799999999998,25.25,0,Optimal
DEL100266,Chennai,13.06081658556466,80.20652084597259,5.0,0.1,Standard,Van,RT-116,14,8,22,7,0,0,0,6.51,2.46,0.7626,1,1,242.4864,110.11,198.13,98.412,62.12,0,Optimal
DEL100267,Chennai,12.90228415069608,80.32165105381011,17.1,0.27,Standard,3-Wheeler,RT-119,21,1,9,6,0,0,0,6.05,4.23,1.0168,1,1,471.44759999999997,273.62,316.17,98.05799999999999,35.34,3,Cost-Heavy Routes
DEL100268,Mumbai,19.052403091969595,72.80838675354623,24.79,3.26,Express,2-Wheeler,RT-175,6,2,17,16,0,0,0,3.74,3.4,1.0478,1,1,398.658,297.43,166.97,100.0,20.62,3,Cost-Heavy Routes
DEL100269,Mumbai,19.015491707894782,72.87423892575868,14.87,0.56,Standard,2-Wheeler,RT-131,24,12,6,11,0,0,1,7.59,4.26,1.0912,1,1,400.53000000000003,178.48,340.94,80.35799999999999,34.53,1,Overloaded Routes
DEL100270,Kolkata,22.689638263448405,88.45676503319649,4.0,1.16,Fragile,3-Wheeler,RT-150,14,4,8,17,0,0,1,8.81,2.77,0.9114,1,1,250.98059999999998,64.02,209.1,87.43799999999999,80.42,2,Cluster 2
DEL100271,Kolkata,22.66925671277447,88.20386094255002,9.72,1.74,Fragile,2-Wheeler,RT-141,24,12,26,12,0,0,1,6.44,3.51,0.9052,1,1,360.68760000000003,116.67,314.89,92.39399999999999,47.56,2,Cluster 2
DEL100272,Kolkata,22.545653899362915,88.36847045307236,15.98,3.23,Express,3-Wheeler,RT-162,7,9,13,12,1,0,1,3.94,3.05,1.0974,1,1,366.3036,255.61,162.86,98.294,29.4,0,Optimal
DEL100273,Pune,18.404798069205764,73.82794396262351,9.16,0.3,Standard,Van,RT-160,23,3,18,13,1,0,1,6.75,3.09,0.7874,1,1,384.4074,201.49,292.08,96.642,53.81,2,Cluster 2
DEL100274,Bangalore,13.066101438092748,77.49798839700514,5.27,1.3,Standard,Van,RT-161,9,6,5,16,0,0,0,11.03,1.49,0.186,1,1,286.59540000000004,115.92,123.98,86.022,69.74,0,Optimal
DEL100275,Bangalore,12.987358546008407,77.52532065520603,20.89,1.66,Standard,2-Wheeler,RT-102,7,7,6,10,0,0,1,10.56,3.16,0.8617999999999999,1,1,344.74440000000004,250.64,166.49,100.0,21.16,0,Optimal
DEL100276,Kolkata,22.404242271125362,88.28442051015985,8.91,1.95,Express,Van,RT-175,12,8,21,8,1,0,0,3.02,1.94,0.4402,1,1,297.6324,196.13,163.73,100.0,42.8,0,Optimal
DEL100277,Hyderabad,17.59155581421852,78.58053798915905,24.79,4.26,Standard,3-Wheeler,RT-125,9,7,19,14,0,0,0,11.02,3.23,0.7936,1,0,568.8306,396.71,184.92,75.048,29.41,3,Cost-Heavy Routes
DEL100278,Chennai,13.233830657728413,80.22196351098158,7.62,0.47,Heavy,2-Wheeler,RT-147,16,3,4,11,0,0,1,7.95,2.76,0.8804,1,1,267.4386,91.45,224.55,87.43799999999999,44.99,2,Cluster 2
DEL100279,Kolkata,22.438407669537124,88.39178582114079,8.59,4.12,Fragile,2-Wheeler,RT-107,18,6,7,12,0,0,1,8.12,3.28,0.961,1,1,325.2834,103.09,258.85,100.0,48.54,2,Cluster 2
DEL100280,Pune,18.51359433363999,74.00330712482189,7.24,2.95,Standard,2-Wheeler,RT-104,11,5,4,15,0,0,0,7.08,1.46,0.2294,1,1,203.81400000000002,86.87,139.25,100.0,36.1,0,Optimal
DEL100281,Mumbai,18.894137161352912,72.89647234110653,9.62,2.03,Express,Van,RT-110,15,12,25,13,0,0,1,2.79,3.17,1.0912,1,1,366.327,211.66,231.07,94.282,48.82,2,Cluster 2
DEL100282,Mumbai,18.917521899112295,72.84740277806702,13.95,3.01,Standard,2-Wheeler,RT-141,12,10,11,15,0,0,0,8.43,2.9,0.8742,1,1,319.93260000000004,167.38,197.45,100.0,29.41,0,Optimal
DEL100283,Delhi_NCR,28.768678538693898,77.13321269055814,5.46,1.33,Standard,2-Wheeler,RT-140,9,4,12,14,0,0,0,6.29,2.05,0.6262,1,1,188.448,65.54,143.75,100.0,44.24,0,Optimal
DEL100284,Hyderabad,17.38156089980102,78.43806669749951,4.77,0.37,Standard,Van,RT-118,12,1,14,16,0,0,0,11.8,1.71,0.434,1,1,202.9014,104.89,155.91,96.17,54.56,0,Optimal
DEL100285,Delhi_NCR,28.629723384202993,77.34951158068594,3.01,2.74,Standard,3-Wheeler,RT-147,16,7,13,16,0,0,0,7.54,2.12,0.6696000000000001,1,1,212.8542,48.09,202.23,91.80399999999999,90.8,2,Cluster 2
DEL100286,Bangalore,13.112229641129083,77.78436714027637,2.72,1.86,Heavy,Van,RT-152,19,8,10,13,0,0,1,11.62,3.02,0.9858,1,1,258.78839999999997,59.75,257.84,77.99799999999999,122.16,2,Cluster 2
DEL100287,Bangalore,13.075416185189354,77.5603924135118,4.04,2.55,Standard,3-Wheeler,RT-154,23,2,18,16,1,0,0,7.81,2.75,0.682,1,1,312.2184,64.59,280.39,90.152,99.16,2,Cluster 2
DEL100288,Mumbai,19.159660617738943,72.88128093721662,7.59,1.03,Standard,2-Wheeler,RT-160,20,7,16,18,0,0,1,10.99,3.23,0.8308000000000001,1,1,300.4638,91.05,272.89,94.51799999999999,50.77,2,Cluster 2
DEL100289,Hyderabad,17.339134717716117,78.59430505279907,11.87,5.93,Express,Van,RT-131,18,6,5,12,0,0,1,2.48,3.64,0.9299999999999999,0,1,468.75660000000005,261.15,271.47,91.096,50.63,2,Cluster 2
DEL100290,Delhi_NCR,28.41921317448116,77.4312333944948,13.5,2.21,Express,2-Wheeler,RT-145,11,5,8,12,0,0,1,3.28,2.53,0.8246,1,1,273.9282,162.03,176.48,92.984,26.01,0,Optimal
DEL100291,Delhi_NCR,28.630738732312366,77.24604103376579,11.55,0.22,Standard,3-Wheeler,RT-135,12,4,14,17,0,0,1,11.86,3.19,1.1408,1,1,289.9338,184.73,207.72,92.866,32.19,0,Optimal
DEL100292,Kolkata,22.630773872772025,88.51329120924728,23.23,1.49,Heavy,3-Wheeler,RT-117,11,2,5,14,0,0,0,11.23,3.84,1.0726,1,1,458.0316,371.65,222.33,95.226,25.28,3,Cost-Heavy Routes
DEL100293,Mumbai,19.136501356975245,72.93418007542802,27.36,3.53,Express,2-Wheeler,RT-173,22,10,26,8,1,0,0,3.56,5.13,1.2896,0,1,571.272,328.34,355.57,90.03399999999999,26.77,3,Cost-Heavy Routes
DEL100294,Delhi_NCR,28.433326020280344,77.16288561536165,8.94,3.95,Standard,Van,RT-117,10,6,28,18,0,0,1,10.89,3.28,1.1656,1,1,318.66900000000004,196.71,194.86,100.0,45.69,0,Optimal
DEL100295,Bangalore,12.852559150285964,77.70810181905252,5.53,1.71,Standard,3-Wheeler,RT-111,23,5,24,7,0,0,0,10.27,2.85,0.62,1,1,350.7816,88.41,283.76,74.222,81.39,2,Cluster 2
DEL100296,Chennai,13.05488876832507,80.27005694480208,31.98,5.63,Standard,2-Wheeler,RT-171,8,2,8,16,1,0,0,6.37,3.08,0.403,1,1,462.1032000000001,383.75,171.77,100.0,18.53,3,Cost-Heavy Routes
DEL100297,Delhi_NCR,28.42083645030119,76.85935441123206,20.49,0.78,Heavy,Van,RT-145,7,10,25,17,0,1,1,11.58,5.33,2.232,1,1,551.0856,450.7,242.56,86.61200000000001,34.49,3,Cost-Heavy Routes
DEL100298,Hyderabad,17.50071318582194,78.32522951759954,19.64,1.32,Express,3-Wheeler,RT-154,21,7,26,19,0,0,1,2.6,4.05,1.0044,0,1,500.57280000000003,314.3,309.9,87.08399999999999,32.67,3,Cost-Heavy Routes
DEL100299,Delhi_NCR,28.43562836388263,76.80847593266442,7.39,5.72,Heavy,3-Wheeler,RT-137,23,6,6,7,0,0,0,6.81,4.01,1.2152,1,1,383.7912,118.25,324.43,89.67999999999999,66.58,2,Cluster 2
DEL100300,Delhi_NCR,28.87825069914974,77.3162558516213,17.34,5.66,Standard,3-Wheeler,RT-177,19,12,16,14,0,0,0,8.55,3.74,0.8617999999999999,1,1,453.4374,277.48,282.93,88.85399999999998,33.52,3,Cost-Heavy Routes
DEL100301,Bangalore,12.923637992975722,77.55378745345068,11.6,2.89,Standard,Van,RT-101,10,11,28,12,1,0,1,9.62,3.06,1.054,1,1,366.99,255.22,187.17,100.0,40.56,0,Optimal
DEL100302,Bangalore,12.922396130411048,77.72112873591341,10.19,4.9,Standard,2-Wheeler,RT-108,16,9,4,11,0,0,1,9.44,3.11,1.0974,1,1,314.51160000000004,122.29,236.98,100.0,39.57,2,Cluster 2
DEL100303,Hyderabad,17.481479713874645,78.36481844875361,10.18,0.23,Standard,2-Wheeler,RT-104,23,11,12,8,0,0,0,9.45,3.36,0.8432000000000001,1,0,428.77380000000005,122.16,301.59,56.168,54.0,1,Overloaded Routes
DEL100304,Chennai,12.919643734133633,80.12459891242834,14.32,5.01,Express,3-Wheeler,RT-118,10,10,11,14,1,0,0,3.93,2.44,0.5642,1,1,367.99620000000004,229.15,165.57,100.0,32.94,0,Optimal
DEL100305,Ahmedabad,23.082060543940266,72.65287453244434,23.65,0.97,Heavy,2-Wheeler,RT-170,15,5,3,13,0,0,1,9.8,4.39,1.2524,1,1,414.8586,283.8,273.58,90.506,22.49,3,Cost-Heavy Routes
DEL100306,Bangalore,12.892766249913752,77.45733073636082,33.45,0.49,Standard,3-Wheeler,RT-138,24,9,12,8,0,0,0,11.44,4.83,0.713,1,1,678.4908,535.14,361.02,100.0,26.01,3,Cost-Heavy Routes
DEL100307,Mumbai,18.886977250364392,73.0403580104535,8.24,0.68,Standard,2-Wheeler,RT-141,24,9,5,15,0,0,0,8.33,3.53,0.8184,1,1,339.1908,98.85,315.47,84.606,52.79,2,Cluster 2
DEL100308,Kolkata,22.503405672117097,88.46922810174334,12.0,1.35,Standard,2-Wheeler,RT-116,14,1,6,16,0,0,0,9.78,2.86,0.7253999999999999,1,1,284.72339999999997,143.94,212.0,100.0,30.43,0,Optimal
DEL100309,Mumbai,19.13109860598442,72.86458189189587,10.03,0.72,Standard,2-Wheeler,RT-162,20,5,19,17,1,0,1,7.46,4.3,1.395,1,1,326.82,120.41,310.41,85.66799999999999,41.76,2,Cluster 2
DEL100310,Bangalore,12.871990541768445,77.4924852463558,13.78,0.97,Standard,3-Wheeler,RT-145,22,9,18,18,1,0,1,6.29,3.82,0.9052,1,1,422.4558,220.41,309.57,89.562,39.32,2,Cluster 2
DEL100311,Delhi_NCR,28.707506484019433,77.34224364644645,9.28,0.36,Standard,Van,RT-119,18,7,16,12,0,0,1,9.51,3.67,1.2461999999999998,1,1,388.869,204.13,272.33,94.04599999999999,53.73,2,Cluster 2
DEL100312,Delhi_NCR,28.721952126770564,77.17121149327441,30.4,0.88,Standard,2-Wheeler,RT-169,8,6,23,19,0,0,1,6.29,4.43,1.3144,1,1,435.4584,364.81,219.06,95.698,18.36,3,Cost-Heavy Routes
DEL100313,Ahmedabad,22.958390244686328,72.69369775551888,6.84,2.12,Standard,3-Wheeler,RT-107,16,6,11,18,0,0,1,10.34,2.0,0.44639999999999996,1,1,264.3888,109.4,198.12,100.0,49.57,0,Optimal
DEL100314,Kolkata,22.6795499670791,88.30248771284533,8.24,1.46,Standard,2-Wheeler,RT-118,24,11,5,10,0,1,1,10.02,5.21,1.7855999999999999,1,1,383.4714,98.93,374.42,76.7,59.63,1,Overloaded Routes
DEL100315,Chennai,13.24198813174354,80.25047039740907,7.46,1.06,Standard,3-Wheeler,RT-131,12,7,9,9,0,0,0,8.22,1.81,0.4898,1,1,220.54500000000002,119.39,159.44,95.698,37.89,0,Optimal
DEL100316,Bangalore,13.003847930372537,77.71182561280034,9.73,3.43,Express,2-Wheeler,RT-118,11,1,3,12,0,0,1,3.93,2.45,0.9238,1,1,251.81519999999998,116.82,173.67,100.0,33.16,0,Optimal
DEL100317,Delhi_NCR,28.805884894045068,77.25953502513205,4.26,5.6,Standard,3-Wheeler,RT-123,13,4,8,12,1,0,1,11.51,2.73,0.7812,1,0,348.83160000000004,68.08,199.49,72.452,105.1,2,Cluster 2
DEL100318,Delhi_NCR,28.464047873183098,77.03678725419614,7.55,3.53,Fragile,3-Wheeler,RT-123,21,1,6,14,1,0,0,6.08,2.91,0.6758000000000001,1,1,363.0432,120.87,269.95,88.264,61.61,2,Cluster 2
DEL100319,Mumbai,19.267637638146724,72.81738468355316,13.7,1.01,Standard,Van,RT-155,14,6,4,14,0,0,0,9.38,2.93,0.651,1,1,393.3852,301.34,214.64,100.0,36.82,0,Optimal
DEL100320,Bangalore,12.93025845834313,77.60122690903047,13.64,3.41,Standard,2-Wheeler,RT-117,7,4,12,16,0,0,0,11.54,2.58,0.7378,1,1,279.8874,163.66,146.13,98.53,26.31,0,Optimal
DEL100321,Chennai,13.025761995877781,80.25323489562362,12.4,0.41,Standard,Van,RT-111,12,1,12,13,0,0,1,11.48,3.16,0.9052,1,1,392.0046,272.87,206.56,100.0,40.52,0,Optimal
DEL100322,Hyderabad,17.580076543210648,78.38424244914138,22.51,0.35,Standard,3-Wheeler,RT-140,18,9,25,8,1,0,0,9.51,3.73,0.6944,1,1,650.8710000000001,360.11,274.49,54.988,37.07,1,Overloaded Routes
DEL100323,Mumbai,18.904675619335414,72.80924114695799,14.01,1.06,Heavy,Van,RT-147,11,12,21,18,1,0,1,8.29,2.87,0.7564,1,0,436.6128,308.3,188.6,68.55799999999999,39.94,1,Overloaded Routes
DEL100324,Ahmedabad,23.127384980041853,72.62916216253105,22.1,4.12,Standard,2-Wheeler,RT-163,20,4,16,11,1,0,1,6.59,3.87,1.0168,1,1,480.91679999999997,265.18,295.53,84.48799999999999,27.9,3,Cost-Heavy Routes
DEL100325,Chennai,12.964362715695664,80.30398673474215,33.46,0.71,Fragile,2-Wheeler,RT-115,22,12,10,19,0,0,1,7.04,5.59,1.4446,1,1,607.308,401.52,371.72,75.992,23.27,3,Cost-Heavy Routes
DEL100326,Hyderabad,17.551479498727204,78.5962800185416,17.59,0.16,Heavy,Van,RT-179,15,6,22,8,0,0,0,10.08,2.93,0.8308000000000001,1,1,484.62179999999995,387.01,222.38,96.052,35.32,3,Cost-Heavy Routes
DEL100327,Hyderabad,17.571624286773844,78.38828435706067,4.27,0.35,Express,2-Wheeler,RT-122,10,7,14,19,0,0,1,2.41,2.36,0.9796,1,1,138.0678,51.25,162.57,100.0,41.45,0,Optimal
DEL100328,Bangalore,13.064264675061198,77.61118882404595,12.7,4.89,Express,2-Wheeler,RT-138,24,8,13,8,0,0,0,3.66,4.03,1.1036,1,1,495.44039999999995,152.34,332.96,59.0,50.03,1,Overloaded Routes
DEL100329,Mumbai,19.228899348800528,72.96854720314847,11.61,2.51,Express,2-Wheeler,RT-132,18,12,9,10,0,0,1,2.35,3.79,1.2027999999999999,0,1,353.37120000000004,139.37,276.77,89.562,39.01,2,Cluster 2
DEL100330,Mumbai,19.199401350924877,72.94684855130431,24.77,0.73,Standard,Van,RT-123,17,11,7,7,0,0,0,6.27,3.86,0.8927999999999999,1,1,649.3188,544.99,271.11,96.052,33.6,3,Cost-Heavy Routes
DEL100331,Chennai,12.920971507787883,80.23625672972423,9.95,2.03,Express,2-Wheeler,RT-160,8,9,12,16,0,0,0,3.54,1.74,0.42160000000000003,1,1,186.36540000000002,119.46,124.87,99.82799999999999,24.0,0,Optimal
DEL100332,Delhi_NCR,28.89233486976225,77.45617164654799,6.23,1.87,Standard,Van,RT-154,24,9,5,18,0,0,1,9.57,4.28,1.4942,1,1,395.82660000000004,136.96,341.91,75.992,81.52,1,Overloaded Routes
DEL100333,Delhi_NCR,28.421586867898505,76.91537037101061,7.84,2.66,Standard,3-Wheeler,RT-160,24,8,18,12,0,0,1,6.21,4.18,1.2833999999999999,1,1,365.6874,125.46,338.39,83.072,59.79,2,Cluster 2
DEL100334,Delhi_NCR,28.46586438672728,77.3081859369897,4.39,0.66,Standard,2-Wheeler,RT-139,15,10,4,19,0,0,1,10.68,3.1,1.0602,1,1,219.21900000000002,52.67,228.39,88.5,64.03,2,Cluster 2
DEL100335,Delhi_NCR,28.80889266492847,76.94945795641746,1.0,5.0,Express,2-Wheeler,RT-157,22,11,2,14,0,0,0,2.08,2.95,0.8617999999999999,0,1,240.21660000000003,12.0,279.42,89.08999999999999,307.97,2,Cluster 2
DEL100336,Kolkata,22.57704844253314,88.49424605980391,30.48,0.93,Heavy,2-Wheeler,RT-171,5,12,3,15,0,0,0,11.77,3.72,0.9299999999999999,1,1,429.195,365.77,170.2,100.0,18.05,3,Cost-Heavy Routes
DEL100337,Chennai,13.1431206179065,80.23555930137296,10.79,2.96,Standard,3-Wheeler,RT-173,16,12,26,17,0,0,1,10.4,3.66,1.1965999999999999,1,1,472.82820000000004,172.64,255.98,61.123999999999995,56.18,1,Overloaded Routes
DEL100338,Bangalore,13.006621691660571,77.6279261914207,4.7,0.1,Heavy,3-Wheeler,RT-100,22,3,12,10,0,0,1,11.14,4.11,1.3454,1,1,393.1668,75.17,319.81,45.076,107.29,1,Overloaded Routes
DEL100339,Delhi_NCR,28.548774225659407,77.19551539500131,26.02,1.17,Standard,3-Wheeler,RT-124,11,12,3,11,0,0,1,9.66,5.77,1.9902,1,1,544.1046,416.31,290.09,78.588,26.81,3,Cost-Heavy Routes
DEL100340,Bangalore,13.041109855717533,77.75566302055128,28.48,1.08,Standard,2-Wheeler,RT-152,16,2,4,18,1,0,1,8.75,4.33,1.2461999999999998,1,1,490.77600000000007,341.75,279.71,86.72999999999999,22.09,3,Cost-Heavy Routes
DEL100341,Bangalore,13.022701973892737,77.7163925379651,11.85,1.96,Standard,3-Wheeler,RT-160,5,5,6,18,0,0,1,10.28,3.27,1.2772000000000001,1,1,256.06620000000004,189.65,154.41,93.338,27.7,0,Optimal
DEL100342,Delhi_NCR,28.480035817477287,77.12309023209386,4.1,0.19,Standard,Van,RT-145,8,1,12,20,0,0,1,7.35,2.05,0.9299999999999999,1,1,198.85320000000002,90.22,135.92,86.14,62.17,0,Optimal
DEL100343,Bangalore,12.803266066939484,77.53633760258256,7.96,3.9,Standard,3-Wheeler,RT-173,22,3,19,18,0,0,1,6.66,3.98,1.2461999999999998,1,1,369.89160000000004,127.43,315.18,88.146,59.54,2,Cluster 2
DEL100344,Mumbai,19.176907771800852,73.0475429854048,9.3,0.61,Express,Van,RT-159,19,1,10,9,1,0,0,2.93,3.26,0.8742,1,1,381.1548,204.63,266.12,97.46799999999999,52.54,2,Cluster 2
DEL100345,Hyderabad,17.284712334855527,78.44052301055144,11.01,2.83,Heavy,2-Wheeler,RT-150,7,3,1,17,0,0,1,11.75,2.47,0.7812,1,1,234.975,132.14,142.53,100.0,27.36,0,Optimal
DEL100346,Hyderabad,17.530024839044707,78.37141247212011,5.13,4.06,Standard,Van,RT-172,11,4,17,12,0,0,1,9.46,1.59,0.3472,1,1,215.5686,112.87,143.51,100.0,53.87,0,Optimal
DEL100347,Delhi_NCR,28.67754247465114,77.31314990722078,18.41,2.06,Standard,2-Wheeler,RT-147,10,7,16,20,0,0,1,8.9,3.72,1.2276,1,1,340.4856,220.96,210.13,95.934,23.71,3,Cost-Heavy Routes
DEL100348,Mumbai,19.12719345261708,72.80640742038463,1.98,3.38,Heavy,2-Wheeler,RT-139,19,12,9,13,1,0,1,9.21,2.78,0.8308000000000001,1,1,241.0746,23.73,249.22,92.74799999999999,156.31,2,Cluster 2
DEL100349,Hyderabad,17.37438459904001,78.57432712456989,20.12,2.71,Express,Van,RT-106,19,12,25,14,1,0,0,3.27,3.2,0.5084,1,1,593.5332000000001,442.54,263.98,91.33200000000001,37.83,3,Cost-Heavy Routes
DEL100350,Bangalore,12.993979279946206,77.45183036474002,22.53,1.1,Standard,Van,RT-174,10,5,21,13,0,0,1,8.65,3.1,0.8865999999999999,1,1,535.0332000000001,495.59,188.43,89.20799999999998,30.45,3,Cost-Heavy Routes
DEL100351,Kolkata,22.666346766009834,88.21235897422909,8.48,4.14,Standard,3-Wheeler,RT-118,12,5,9,11,1,0,1,11.68,2.79,0.9238,1,0,414.3048,135.62,193.5,75.402,62.66,2,Cluster 2
DEL100352,Hyderabad,17.51100682395593,78.37086819605783,10.25,0.87,Heavy,2-Wheeler,RT-114,12,1,27,8,1,1,0,8.88,2.81,0.9548,1,1,267.4074,123.03,194.36,97.704,33.44,0,Optimal
DEL100353,Delhi_NCR,28.87903674005969,77.05755852591146,24.11,2.12,Express,2-Wheeler,RT-169,5,8,23,18,0,1,1,3.49,4.67,1.9034,0,1,392.70660000000004,289.31,203.61,94.872,20.88,3,Cost-Heavy Routes
DEL100354,Delhi_NCR,28.56346580816904,76.90422163523272,15.63,3.42,Standard,3-Wheeler,RT-160,17,4,9,17,0,0,1,10.59,3.79,1.178,1,1,443.1102,250.02,268.71,88.85399999999998,36.36,3,Cost-Heavy Routes
DEL100355,Hyderabad,17.356961475421574,78.60682776663988,8.67,1.19,Standard,Van,RT-155,17,10,12,9,0,0,0,8.35,2.4,0.6758000000000001,1,1,343.8084,190.74,220.13,99.002,50.84,2,Cluster 2
DEL100356,Delhi_NCR,28.89816716881362,77.05781667135479,9.33,0.9,Heavy,2-Wheeler,RT-109,15,5,23,17,1,0,1,10.26,3.06,0.9796,1,1,236.55839999999998,111.99,226.99,93.80999999999999,32.5,2,Cluster 2
DEL100357,Hyderabad,17.40701372083409,78.55272482837096,14.37,1.54,Standard,Van,RT-145,8,2,9,15,0,0,0,9.48,1.8,0.26039999999999996,1,1,366.05400000000003,316.11,126.86,100.0,32.66,0,Optimal
DEL100358,Pune,18.621548945116267,73.92791330025604,28.96,4.26,Fragile,2-Wheeler,RT-179,11,12,15,12,1,0,1,10.28,4.7,1.333,1,1,547.8174,347.49,252.57,92.984,24.25,3,Cost-Heavy Routes
DEL100359,Hyderabad,17.38703399436224,78.44441764429702,9.51,6.65,Standard,Van,RT-174,16,1,2,10,0,0,1,6.37,3.1,0.9796,1,1,370.968,209.32,236.47,93.92799999999998,49.99,2,Cluster 2
DEL100360,Mumbai,19.163028165923564,72.75096547908129,8.5,1.97,Heavy,Van,RT-156,17,9,11,18,0,0,1,6.2,3.27,0.8555999999999999,1,1,333.0132,187.05,250.41,87.08399999999999,50.21,2,Cluster 2
DEL100361,Hyderabad,17.466856268110945,78.42442255365448,10.96,2.71,Standard,2-Wheeler,RT-134,16,2,11,16,1,0,0,8.27,2.54,0.4588,1,1,291.96180000000004,131.58,216.91,100.0,34.14,0,Optimal
DEL100362,Bangalore,13.07796906594698,77.4825467239381,11.0,5.84,Standard,2-Wheeler,RT-171,20,6,8,14,0,0,0,10.16,3.06,0.7874,1,1,372.3642,132.06,267.05,88.02799999999999,43.38,2,Cluster 2
DEL100363,Bangalore,13.005870793431937,77.61834051146015,12.92,0.26,Heavy,Van,RT-102,10,1,23,15,0,1,0,7.34,3.08,1.0788,1,0,428.83619999999996,284.21,187.86,64.074,42.56,1,Overloaded Routes
DEL100364,Pune,18.560581381476304,73.76945607834489,10.27,0.66,Standard,3-Wheeler,RT-165,18,1,6,8,0,0,0,8.6,2.65,0.3224,1,1,292.43760000000003,164.37,236.83,95.698,36.5,2,Cluster 2
DEL100365,Mumbai,19.11099270434266,72.91844537638785,20.79,3.09,Express,3-Wheeler,RT-152,23,9,21,13,0,0,1,3.16,5.87,1.8538000000000001,0,1,575.3280000000001,332.69,389.3,84.016,35.47,3,Cost-Heavy Routes
DEL100366,Ahmedabad,23.062132018883233,72.62069753331929,5.9,4.34,Standard,3-Wheeler,RT-177,20,4,20,9,0,0,0,7.29,2.53,0.5828,1,1,285.402,94.45,248.59,92.03999999999999,61.98,2,Cluster 2
DEL100367,Pune,18.56911698430659,73.99149669990423,13.77,4.86,Standard,2-Wheeler,RT-151,8,9,7,10,0,0,1,11.09,2.68,0.7378,1,1,256.1364,165.19,157.71,100.0,23.85,0,Optimal
DEL100368,Delhi_NCR,28.534910360064107,77.37753458712605,14.08,1.34,Standard,Van,RT-152,9,11,3,15,0,1,0,10.95,2.82,0.9982000000000001,1,1,374.0178,309.83,170.63,98.05799999999999,34.05,0,Optimal
DEL100369,Delhi_NCR,28.649127841131726,76.85394079539402,6.27,0.23,Express,2-Wheeler,RT-153,13,5,8,18,1,0,1,3.09,2.5,0.8432000000000001,1,1,214.86660000000003,75.22,191.41,89.326,43.95,0,Optimal
DEL100370,Delhi_NCR,28.429275464621988,77.03396682308724,13.69,1.44,Standard,Van,RT-146,7,7,18,12,1,0,1,11.49,2.82,1.209,1,1,393.51,301.09,154.77,94.99,36.86,0,Optimal
DEL100371,Delhi_NCR,28.79244848855573,77.29537665431864,14.3,0.66,Standard,2-Wheeler,RT-102,14,1,17,10,0,0,1,9.04,4.32,1.5190000000000001,1,1,352.0374,171.59,263.26,86.258,31.56,3,Cost-Heavy Routes
DEL100372,Delhi_NCR,28.7943074823362,77.16208833950913,1.26,0.86,Standard,3-Wheeler,RT-164,21,6,11,15,1,0,0,10.09,1.85,0.3534,1,1,215.30339999999998,20.21,232.81,98.64799999999998,218.53,2,Cluster 2
DEL100373,Chennai,13.026079599182196,80.13686313167656,5.52,3.7,Express,2-Wheeler,RT-114,23,8,2,18,0,0,1,3.84,4.08,1.3888,1,1,312.7878,66.25,326.94,80.35799999999999,72.64,2,Cluster 2
DEL100374,Delhi_NCR,28.564096376804656,77.10381355632171,25.24,0.2,Express,2-Wheeler,RT-133,14,1,25,16,0,0,0,2.08,4.11,1.2214,0,1,435.669,302.87,256.0,86.258,22.13,3,Cost-Heavy Routes
DEL100375,Mumbai,18.88987019335583,72.81618358581336,7.3,4.39,Standard,2-Wheeler,RT-149,16,9,21,18,0,0,1,7.68,2.6,0.6634,1,1,263.1486,87.6,219.02,88.02799999999999,46.22,2,Cluster 2
DEL100376,Kolkata,22.60937885292231,88.45748208998371,4.69,1.4,Standard,3-Wheeler,RT-132,11,3,27,13,1,0,1,8.05,2.67,1.0353999999999999,1,1,213.72,75.03,181.29,86.966,58.43,0,Optimal
DEL100377,Delhi_NCR,28.899173755696474,77.45317933194049,2.62,2.27,Fragile,3-Wheeler,RT-172,22,1,24,16,1,0,0,7.31,2.54,0.7253999999999999,1,0,357.201,41.89,264.95,76.464,174.92,2,Cluster 2
DEL100378,Kolkata,22.624897819837315,88.34743681865292,5.17,0.23,Standard,Van,RT-102,23,1,19,9,0,0,0,10.54,2.47,0.44639999999999996,1,1,315.978,113.69,270.47,87.67399999999999,78.39,2,Cluster 2
